table,name,key,title,description,comments,example,type,format,unique,required,minimum,maximum,namespace,dcterms:isVersionOf,dcterms:references,rdfs:comment,status,new,ignore
molecular-protocol,annot,,annot,"Tool used for annotation, or for cases where annotation was provided by a community jamboree or model organism database rather than by a specific submitter.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000059,,"Tool used for annotation, or for cases where annotation was provided by a community jamboree or model organism database rather than by a specific submitter.",recommended,false,true
molecular-protocol,number_contig,,number_contig,"Total number of contigs in the cleaned/submitted assembly that makes up a given genome, SAG, MAG, or UViG.",,,integer,default,,,,,mixs,https://w3id.org/mixs/0000060,,"Total number of contigs in the cleaned/submitted assembly that makes up a given genome, SAG, MAG, or UViG.",recommended,false,true
molecular-protocol,feat_pred,,feat_pred,"Method used to predict UViGs features such as ORFs, integration site, etc.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000061,,"Method used to predict UViGs features such as ORFs, integration site, etc.",recommended,false,true
molecular-protocol,ref_db,,ref_db,"List of database(s) used for ORF annotation, along with version number and reference to website or publication.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000062,,"List of database(s) used for ORF annotation, along with version number and reference to website or publication.",recommended,false,true
molecular-protocol,sim_search_meth,,sim_search_meth,"Tool used to compare ORFs with database, along with version and cutoffs used.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000063,,"Tool used to compare ORFs with database, along with version and cutoffs used.",recommended,false,true
molecular-protocol,tax_class,,tax_class,"Method used for taxonomic classification, along with reference database used, classification rank, and thresholds used to classify new genomes.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000064,,"Method used for taxonomic classification, along with reference database used, classification rank, and thresholds used to classify new genomes.",recommended,false,true
molecular-protocol,_16s_recover,,_16s_recover,Can a 16S gene be recovered from the submitted SAG or MAG?.,,,string,default,,,,,mixs,https://w3id.org/mixs/0000065,,Can a 16S gene be recovered from the submitted SAG or MAG?.,recommended,false,true
molecular-protocol,_16s_recover_software,,_16s_recover_software,Tools used for 16S rRNA gene extraction.,,,string,default,,,,,mixs,https://w3id.org/mixs/0000066,,Tools used for 16S rRNA gene extraction.,recommended,false,true
molecular-protocol,trnas,,trnas,The total number of tRNAs identified from the SAG or MAG.,,,integer,default,,,,,mixs,https://w3id.org/mixs/0000067,,The total number of tRNAs identified from the SAG or MAG.,recommended,false,true
molecular-protocol,trna_ext_software,,trna_ext_software,Tools used for tRNA identification.,,,string,default,,,,,mixs,https://w3id.org/mixs/0000068,,Tools used for tRNA identification.,recommended,false,true
molecular-protocol,compl_score,,compl_score,"Completeness score is typically based on either the fraction of markers found as compared to a database or the percent of a genome found as compared to a closely related reference genome. High Quality Draft: >90%, Medium Quality Draft: >50%, and Low Quality Draft: < 50% should have the indicated completeness scores.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000069,,"Completeness score is typically based on either the fraction of markers found as compared to a database or the percent of a genome found as compared to a closely related reference genome. High Quality Draft: >90%, Medium Quality Draft: >50%, and Low Quality Draft: < 50% should have the indicated completeness scores.",recommended,false,true
molecular-protocol,compl_software,,compl_software,"Tools used for completion estimate, i.e. checkm, anvi´o, busco.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000070,,"Tools used for completion estimate, i.e. checkm, anvi´o, busco.",recommended,false,true
molecular-protocol,compl_appr,,compl_appr,"The approach used to determine the completeness of a given SAG or MAG, which would typically make use of a set of conserved marker genes or a closely related reference genome. For UViG completeness, include reference genome or group used, and contig feature suggesting a complete genome.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000071,,"The approach used to determine the completeness of a given SAG or MAG, which would typically make use of a set of conserved marker genes or a closely related reference genome. For UViG completeness, include reference genome or group used, and contig feature suggesting a complete genome.",recommended,false,true
molecular-protocol,contam_score,,contam_score,"The contamination score is based on the fraction of single-copy genes that are observed more than once in a query genome. The following scores are acceptable for; High Quality Draft: < 5%, Medium Quality Draft: < 10%, Low Quality Draft: < 10%. Contamination must be below 5% for a SAG or MAG to be deposited into any of the public databases.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000072,,"The contamination score is based on the fraction of single-copy genes that are observed more than once in a query genome. The following scores are acceptable for; High Quality Draft: < 5%, Medium Quality Draft: < 10%, Low Quality Draft: < 10%. Contamination must be below 5% for a SAG or MAG to be deposited into any of the public databases.",recommended,false,true
molecular-protocol,contam_screen_input,,contam_screen_input,The type of sequence data used as input.,,,string,default,,,,,mixs,https://w3id.org/mixs/0000005,,The type of sequence data used as input.,recommended,false,true
molecular-protocol,contam_screen_param,,contam_screen_param,"Specific parameters used in the decontamination sofware, such as reference database, coverage, and kmers. Combinations of these parameters may also be used, i.e. kmer and coverage, or reference database and kmer.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000073,,"Specific parameters used in the decontamination sofware, such as reference database, coverage, and kmers. Combinations of these parameters may also be used, i.e. kmer and coverage, or reference database and kmer.",recommended,false,true
molecular-protocol,decontam_software,,decontam_software,Tool(s) used in contamination screening.,,,string,default,,,,,mixs,https://w3id.org/mixs/0000074,,Tool(s) used in contamination screening.,recommended,false,true
molecular-protocol,sort_tech,,sort_tech,Method used to sort/isolate cells or particles of interest.,,,string,default,,,,,mixs,https://w3id.org/mixs/0000075,,Method used to sort/isolate cells or particles of interest.,recommended,false,true
molecular-protocol,single_cell_lysis_appr,,single_cell_lysis_appr,Method used to free DNA from interior of the cell(s) or particle(s).,,,string,default,,,,,mixs,https://w3id.org/mixs/0000076,,Method used to free DNA from interior of the cell(s) or particle(s).,recommended,false,true
molecular-protocol,single_cell_lysis_prot,,single_cell_lysis_prot,Name of the kit or standard protocol used for cell(s) or particle(s) lysis.,,,string,default,,,,,mixs,https://w3id.org/mixs/0000054,,Name of the kit or standard protocol used for cell(s) or particle(s) lysis.,recommended,false,true
molecular-protocol,wga_amp_appr,,wga_amp_appr,Method used to amplify genomic DNA in preparation for sequencing.,,,string,default,,,,,mixs,https://w3id.org/mixs/0000055,,Method used to amplify genomic DNA in preparation for sequencing.,recommended,false,true
molecular-protocol,wga_amp_kit,,wga_amp_kit,Kit used to amplify genomic DNA in preparation for sequencing.,,,string,default,,,,,mixs,https://w3id.org/mixs/0000006,,Kit used to amplify genomic DNA in preparation for sequencing.,recommended,false,true
molecular-protocol,bin_param,,bin_param,The parameters that have been applied during the extraction of genomes from metagenomic datasets.,,,string,default,,,,,mixs,https://w3id.org/mixs/0000077,,The parameters that have been applied during the extraction of genomes from metagenomic datasets.,recommended,false,true
